Age,Annual_Income,Credit_Score,Total_Purchase,Account_Age,Has_Defaulted
61,123201,825,69,8,0
37,72082,399,29,22,1
20,141239,342,48,6,0
32,91163,540,91,29,0
39,121763,541,9,29,1
60,80750,774,85,5,1
68,136285,399,11,25,1
40,149390,754,84,24,0
55,130467,812,38,8,0
31,46546,502,14,14,0
63,132958,570,80,26,1
33,116731,574,30,26,1
38,145638,654,19,23,0
64,100493,623,67,18,1
56,133670,771,17,3,0
61,33984,616,91,15,0
43,105464,758,56,26,0
45,67224,557,5,5,1
47,82788,844,68,20,1
66,147540,348,3,14,0
33,85057,623,39,8,1
27,145014,739,93,18,0
47,83994,555,54,14,0
69,44892,707,22,3,1
67,96987,360,52,18,1
42,70509,739,93,1,0
18,58766,330,30,28,1
31,145576,372,49,14,1
65,144341,454,91,18,0
48,75948,779,29,17,0
57,92907,836,10,16,1
52,69289,381,42,16,1
21,62756,641,20,24,1
18,116063,848,11,18,1
34,99077,572,10,3,1
46,57427,716,90,7,1
18,89253,751,21,10,1
27,84359,674,53,19,0
44,37292,578,78,13,0
54,71916,484,87,23,0
56,109546,739,46,22,0
56,140767,642,1,5,1
35,43152,388,41,27,0
31,69136,391,16,21,0
60,117272,676,97,23,1
69,46802,731,8,12,0
27,50632,530,25,20,0
56,75462,427,65,15,0
43,92045,520,98,22,1
35,77610,842,3,4,1
69,125968,469,35,10,0
23,40390,709,29,18,0
65,43188,815,36,14,1
43,95007,358,39,21,0
23,126790,338,36,13,0
47,119854,627,60,19,1
44,78142,770,66,2,0
30,70719,353,38,29,0
38,124316,665,9,25,1
42,81948,481,73,29,0
49,135983,538,6,5,1
19,40164,657,60,15,1
28,135336,831,65,14,1
65,34609,493,78,1,1
49,70483,580,30,19,0
23,44227,461,10,27,0
49,40019,784,25,29,1
65,113643,470,18,19,1
66,35456,415,59,14,0
28,124561,489,14,3,0
58,147257,732,24,17,1
55,47227,325,30,29,1
43,120648,492,20,11,0
26,69077,576,52,18,0
41,50122,369,10,4,1
40,74884,665,49,23,0
67,103014,335,88,16,1
42,126170,340,45,2,1
69,147146,848,59,4,1
21,142979,526,80,20,0
46,118386,823,18,29,1
42,149996,791,73,18,0
38,122285,455,10,13,0
19,132540,522,31,11,0
41,30855,486,95,18,0
27,128541,403,14,1,0
29,80932,418,73,13,0
39,109382,621,79,21,1
41,149460,306,61,14,1
48,141325,301,66,13,0
58,124217,461,70,20,0
18,99693,637,98,7,0
67,72928,541,20,25,0
32,48016,399,55,27,1
41,102394,379,43,28,0
25,83657,728,19,21,1
40,46005,510,76,9,0
68,135294,829,4,12,1
36,115796,814,4,16,0
60,104638,744,49,15,1
18,68777,672,75,5,0
69,89245,466,40,8,1
60,148650,791,44,9,0
52,30174,569,61,7,0
60,74918,566,71,28,1
20,132994,481,2,18,0
61,65217,338,62,7,0
54,32502,362,15,11,1
46,121715,580,38,23,1
24,64339,660,73,26,1
24,44153,680,49,26,0
20,52540,574,37,17,0
30,131316,777,12,22,0
44,42150,319,55,21,0
22,41200,827,7,10,1
18,112468,728,84,1,0
52,35814,623,80,1,0
30,42733,823,93,14,0
26,86040,422,78,19,1
41,131562,572,76,20,1
45,125478,584,67,23,0
33,125172,552,17,27,0
29,113412,790,36,25,1
65,57483,564,55,5,1
69,51410,323,38,10,0
39,95907,523,50,19,1
44,108951,369,12,23,0
65,33332,720,38,24,1
65,56534,612,27,5,0
42,145876,782,90,14,0
47,41607,734,49,4,0
37,149931,718,27,23,0
68,36170,416,32,18,1
23,85444,811,98,14,1
56,65012,815,29,11,0
37,109783,772,78,15,1
28,45582,765,19,10,0
49,117992,666,54,18,1
65,125127,826,30,7,0
23,30179,358,28,10,1
29,72181,801,12,4,1
61,40777,387,66,10,0
53,120885,733,87,11,0
69,35095,640,40,9,0
38,84532,471,6,17,0
27,73091,590,89,18,0
30,56497,647,50,8,1
53,86145,397,70,2,1
34,133471,657,64,12,0
27,112968,524,12,17,1
38,58655,727,46,7,0
67,99761,822,23,18,1
57,63986,349,41,7,1
66,37957,807,3,29,0
39,134135,802,78,24,0
65,124210,746,66,20,1
25,133887,422,69,27,0
69,137062,822,19,19,1
21,100659,598,43,23,0
21,130327,447,94,2,0
46,90391,759,1,21,1
68,96799,716,49,25,1
41,89578,837,74,6,1
65,127273,628,45,26,0
33,51532,499,72,3,1
62,60133,375,88,25,0
46,32296,340,8,17,1
61,41379,460,40,22,0
57,101225,444,28,1,0
34,137839,667,20,9,1
36,137476,378,5,13,0
36,82964,522,52,26,0
68,141502,491,36,16,1
20,111812,479,80,18,0
48,82114,801,58,24,1
60,94415,744,91,24,1
68,114888,302,61,20,0
39,124711,383,67,4,0
58,115312,417,58,16,1
65,85171,804,33,20,1
19,122788,620,79,5,0
61,54144,833,63,11,1
59,45472,764,55,19,0
59,34037,580,74,28,1
33,68404,756,48,18,0
62,59775,581,22,28,1
54,82281,690,72,17,0
48,108081,635,92,21,0
33,67806,587,87,20,0
68,130919,798,75,7,1
67,94012,790,4,12,1
40,141865,493,71,10,0
51,92551,465,89,27,1
33,133081,650,52,3,1
45,138896,371,40,27,0
55,128618,693,15,19,1
23,47831,406,65,18,1
18,104807,685,28,20,0
52,45150,339,64,11,0
65,78579,310,99,23,0
60,65260,825,28,29,1
41,143890,650,84,14,0
62,101837,439,67,22,0
58,88579,783,40,20,0
44,44301,394,15,24,1
60,68956,809,40,17,1
62,95199,659,64,19,0
42,139631,742,86,10,0
34,113536,416,34,18,1
20,83086,836,77,20,1
18,86988,605,65,15,1
27,88281,708,16,7,0
55,68675,330,28,19,0
49,117220,385,38,16,1
67,55208,612,73,26,1
49,103764,798,15,16,1
49,137848,380,18,28,1
59,41360,358,13,4,0
57,70125,392,59,23,1
32,131246,334,53,16,0
20,113825,748,55,6,0
65,69351,345,23,4,1
53,51910,418,11,19,1
69,70842,588,79,12,1
68,90807,801,82,14,0
50,133282,678,36,7,0
50,33642,654,85,9,0
59,61124,666,15,22,1
60,132245,502,88,14,1
49,83445,330,3,22,1
34,132640,543,79,10,0
37,91359,596,80,7,1
46,44021,369,76,16,1
49,56631,431,68,26,1
45,125456,522,56,29,1
29,121975,322,46,9,0
55,134857,355,35,26,0
61,135861,582,95,20,0
56,118342,847,34,20,1
41,64035,832,70,24,1
34,51460,484,94,13,0
27,145421,333,78,25,1
63,111640,504,13,5,1
18,70497,849,2,27,0
37,95211,515,51,21,1
44,31576,532,75,17,0
20,70508,407,46,26,1
56,72984,804,73,10,1
39,72661,450,51,18,1
48,88386,345,80,19,1
40,147948,578,10,29,0
49,113452,799,97,2,0
48,119840,775,60,1,1
54,146213,440,31,6,1
33,67749,633,70,1,0
39,136408,800,44,28,0
46,124459,411,10,25,1
65,86142,625,62,12,1
27,99506,390,52,3,1
62,132641,455,30,24,1
22,145383,755,16,15,0
20,39947,594,37,20,1
61,49148,513,60,15,1
66,92922,563,33,4,0
57,123785,561,51,17,1
65,68948,486,97,20,0
36,145942,314,84,16,1
66,95305,518,41,13,0
44,145164,681,82,5,0
47,108399,706,82,10,0
31,141876,636,70,4,1
27,137870,634,44,26,1
41,74086,500,85,20,0
44,125204,677,1,28,1
54,107958,365,80,21,0
26,38737,385,6,9,0
45,48827,687,77,19,1
32,114394,557,81,5,0
41,118715,301,42,20,1
65,34150,654,48,7,1
26,32140,378,87,18,0
55,124124,841,97,4,0
59,127210,312,31,28,1
43,139844,488,3,20,0
48,135575,516,32,9,1
57,81506,438,26,3,0
67,140114,580,62,24,1
23,54391,737,4,25,1
51,109747,421,34,6,0
28,128030,383,12,11,1
37,51827,639,6,19,0
63,77950,394,36,22,1
47,30657,528,54,21,0
55,149742,756,59,20,1
58,48518,646,91,26,0
43,58543,751,10,18,0
33,91622,753,47,27,1
30,128039,782,77,11,0
60,107376,302,17,6,0
51,53514,671,20,11,0
18,104105,484,35,8,0
18,124486,770,42,23,1
67,84689,523,1,28,0
55,60930,325,85,5,0
58,96188,512,88,22,0
23,149245,487,1,8,1
68,107442,699,87,8,0
65,117655,488,76,8,1
36,36577,442,32,9,1
55,31914,608,77,27,1
22,75179,835,22,12,1
21,71542,716,17,20,0
20,33478,426,89,10,1
61,49498,758,69,12,1
28,140998,487,54,9,1
23,148504,545,12,23,1
19,127300,564,6,2,1
35,75759,303,10,11,1
62,87046,602,74,20,0
59,66427,498,16,27,0
68,99021,445,44,15,0
66,130370,348,3,8,1
22,108230,663,97,28,0
68,69187,687,56,5,0
32,51638,689,50,21,1
56,80898,846,76,10,1
28,37307,596,28,21,1
48,34293,481,93,13,1
42,42545,749,58,1,1
57,53666,317,18,16,0
18,94082,633,27,13,0
56,45664,556,59,13,1
47,112948,309,64,5,0
39,137859,348,86,17,1
49,127107,471,28,14,1
24,111699,479,10,28,1
27,116348,699,45,9,0
33,51463,424,34,19,0
50,73262,589,74,19,1
67,117558,517,24,14,0
24,31257,554,24,5,0
50,60968,651,73,6,1
47,118689,479,3,10,1
59,89657,847,77,6,1
47,90473,703,61,8,0
32,69811,400,27,17,0
37,72532,451,82,24,1
46,62295,653,8,19,1
32,66394,625,3,6,0
59,55071,571,13,3,1
57,115102,787,17,17,0
46,108526,728,44,25,1
42,134990,766,58,25,0
64,42503,332,75,7,0
43,70167,698,30,2,0
28,63209,682,32,23,0
23,126577,308,93,21,0
33,34821,716,22,23,0
53,49328,834,59,6,0
64,86577,460,6,21,1
47,128537,362,28,26,0
62,67300,778,77,17,1
37,116148,331,5,11,1
37,122550,432,59,28,0
28,99085,824,27,25,0
33,68444,710,67,25,1
62,59634,506,26,22,1
52,65460,719,88,4,0
69,62815,435,43,12,0
30,148447,612,73,17,1
40,135135,765,49,25,0
31,99412,422,41,2,0
67,136238,698,28,7,1
49,66088,842,40,9,0
41,85577,428,99,2,0
46,98204,381,80,9,0
32,108867,785,61,7,1
61,140118,572,37,27,1
20,129403,778,42,7,0
58,70670,556,2,27,1
23,121777,744,67,16,1
50,31207,616,35,3,1
40,138755,573,96,18,0
60,147224,304,6,9,0
20,44314,438,88,6,0
38,30737,847,77,25,1
59,89587,469,78,25,1
57,30657,705,74,25,1
55,129730,539,39,21,0
44,135814,441,44,29,1
39,84786,733,57,2,0
21,37230,587,43,23,1
46,113802,315,80,5,0
27,65209,503,1,27,1
19,128657,525,74,21,0
46,94973,351,76,20,0
24,98273,557,86,15,0
62,41181,316,12,1,1
65,51767,308,81,24,1
21,87342,523,76,10,1
50,56458,656,26,12,1
47,84742,735,6,5,1
23,139536,451,93,22,1
30,44147,334,96,12,0
44,149345,771,59,12,1
33,31413,376,98,10,1
28,136580,584,29,9,1
46,83294,464,94,11,1
34,37369,827,36,18,0
41,135416,802,21,9,1
57,125825,492,57,9,1
33,67896,739,20,8,1
29,122501,773,1,14,1
22,76015,620,96,12,1
62,30821,642,50,5,1
25,103516,796,27,23,0
48,67273,769,2,11,1
42,43020,698,90,26,1
34,103991,641,48,22,1
55,73326,699,20,26,0
67,53233,684,85,5,1
35,115390,376,55,14,0
67,74983,828,11,3,1
32,133655,578,17,5,1
58,135893,621,67,9,1
29,122098,471,7,10,1
18,97115,712,54,18,1
65,85360,494,54,5,1
41,56580,640,86,11,0
35,52929,403,43,29,0
44,38007,557,50,10,1
30,37908,641,46,18,0
35,54978,594,56,25,1
46,78506,418,66,25,1
69,108290,633,35,15,0
53,50773,621,27,15,1
34,70687,477,12,24,1
26,126091,741,54,28,1
34,106380,762,48,17,1
24,61634,813,13,8,0
39,148302,626,52,13,1
52,102635,340,18,19,0
65,78290,487,98,8,1
63,115223,303,93,6,1
60,102055,384,75,24,1
43,95354,671,51,18,0
53,37232,710,40,24,0
60,124295,401,54,5,1
69,90847,419,31,22,1
29,135077,751,55,24,0
44,70877,379,88,3,0
41,53475,802,29,24,1
28,108419,346,68,19,1
20,142518,712,35,13,1
31,40160,699,93,7,1
67,112357,685,88,19,0
54,130323,660,73,18,0
49,142848,350,47,3,0
65,147912,390,4,26,1
23,90790,569,13,3,1
52,84672,840,15,20,0
62,55101,585,31,13,0
50,89406,574,4,21,1
65,93931,670,72,25,1
36,126860,821,24,3,1
45,144902,785,10,14,1
45,118686,554,38,12,0
27,68417,386,60,18,1
58,69289,792,7,20,1
35,54337,716,74,1,0
30,59086,567,73,16,1
59,37850,540,75,25,0
24,106828,371,14,4,1
20,54965,332,39,4,1
52,144677,642,78,25,1
34,56706,823,65,7,1
20,123401,701,80,25,0
41,70568,595,15,14,0
64,73364,647,69,12,0
25,118084,405,84,22,0
63,121811,770,57,8,1
32,88192,847,76,29,0
54,82936,819,85,11,0
44,139450,645,71,11,0
60,122797,718,27,28,1
57,118355,637,67,24,0
44,67008,413,74,20,0
63,78802,640,89,15,1
36,60537,497,47,7,1
38,141344,368,71,29,1
53,103173,389,58,18,1
31,71418,394,95,11,0
27,136183,643,69,15,1
68,105440,559,57,17,1
59,32103,545,57,12,0
43,67908,751,73,12,0
65,60448,635,52,25,1
18,58541,630,42,5,1
42,35710,632,2,8,0
57,52533,722,82,6,0
39,77223,503,23,18,0
39,47957,510,35,2,0
63,133782,633,5,18,0
62,124201,624,74,5,0
42,39996,656,11,15,1
37,46039,392,81,19,1
22,83659,351,28,14,1
21,91745,420,31,13,1
24,137809,325,70,8,0
53,99302,712,34,3,0
64,34146,648,69,25,1
52,116320,323,94,25,1
42,131331,755,91,12,0
68,147884,390,4,5,1
41,108331,754,33,25,1
27,35088,494,63,28,1
38,83492,393,13,26,1
30,146029,365,65,14,1
26,93336,679,1,25,1
33,54068,373,54,19,1
36,47106,714,90,16,1
59,144935,808,25,11,1
65,51743,305,3,20,0
45,125187,476,10,16,0
50,102925,371,20,20,1
36,67047,663,32,11,1
43,106775,357,96,15,1
25,31982,593,93,4,1
27,86632,597,63,20,1
50,75018,382,37,9,1
67,33622,434,45,24,1
43,84599,705,37,21,1
33,120309,506,51,5,0
42,56267,656,51,27,1
40,47298,414,68,17,1
52,71397,327,21,15,1
25,77522,826,14,3,1
55,140428,535,96,26,1
52,141954,617,98,3,0
57,37006,433,3,9,0
18,101851,771,9,26,0
29,113550,490,52,13,0
27,110164,725,70,1,0
18,105427,409,40,23,0
57,138934,847,84,11,1
69,66323,713,22,13,1
32,85382,748,57,20,0
40,44238,525,35,18,1
44,139834,404,37,22,1
65,147022,568,47,2,0
33,93333,751,63,21,0
35,33895,502,59,3,0
30,115412,350,85,11,1
46,64103,437,61,27,1
44,93037,431,30,24,1
67,37059,689,62,29,1
42,147682,494,76,27,0
50,69272,618,35,22,0
61,41484,516,2,13,1
43,131367,379,76,16,0
52,103901,372,48,15,1
31,135035,562,35,5,1
23,59296,705,38,23,1
64,63823,531,77,27,1
55,132109,468,51,26,0
18,110111,712,71,1,0
69,66539,647,25,19,1
28,33147,788,16,24,1
51,138318,524,80,15,0
19,130953,362,62,13,1
26,133504,481,88,17,0
45,137945,553,91,5,0
39,72573,720,94,7,0
40,89888,848,51,9,1
55,63411,628,26,3,0
26,72651,708,14,14,0
28,61878,773,62,9,0
46,44972,655,81,12,1
32,32313,516,96,17,0
32,32754,341,86,17,1
67,114803,691,95,21,0
42,80002,795,69,25,1
63,85032,723,8,14,0
60,68986,326,3,28,0
40,41939,553,16,1,1
48,79263,404,74,11,1
37,114536,802,20,27,0
31,115036,709,72,14,1
25,66597,303,36,14,1
59,41067,766,31,2,1
60,66807,766,65,21,0
36,60600,409,74,10,0
29,44669,347,22,2,1
30,70354,598,53,18,1
46,100343,711,32,5,0
55,144504,797,42,1,1
63,122637,420,19,13,0
67,128850,595,62,8,0
48,138605,408,35,29,0
40,82174,443,5,3,1
30,116977,420,74,13,0
43,145959,562,6,9,0
56,84455,628,3,7,0
40,91833,745,80,16,1
29,137619,609,60,5,0
37,52075,447,92,6,0
62,69809,539,83,9,0
42,136031,598,44,23,1
68,55145,539,32,17,0
28,92995,399,58,25,0
45,116681,449,6,25,0
44,74981,813,73,3,0
68,109115,480,15,4,0
58,49848,391,2,29,0
61,126285,437,70,17,0
20,125018,583,79,14,0
26,148953,615,82,4,1
29,43020,706,56,9,0
25,124707,846,47,27,1
54,51202,611,56,13,0
47,74085,334,8,24,1
49,74825,690,13,2,0
28,132889,316,17,29,0
26,92363,817,97,16,0
31,147926,499,21,7,1
53,61481,676,25,23,0
45,103190,501,19,3,0
23,109919,545,18,16,1
66,64765,475,6,4,0
54,35581,420,85,14,1
36,90599,307,10,3,1
21,66261,586,29,7,0
24,101749,729,57,17,0
56,110306,745,96,24,1
36,100126,649,84,7,0
25,123500,505,75,2,1
33,37446,577,22,28,0
62,89225,392,80,27,1
64,75021,411,43,25,1
51,132966,841,52,21,1
68,138549,798,96,15,0
28,67970,495,61,27,0
21,146258,537,81,14,0
42,35819,745,75,28,0
61,117460,834,96,29,1
43,58185,798,34,7,1
44,35151,397,37,12,0
19,30912,351,4,23,0
55,119512,790,96,3,0
24,82562,732,45,29,1
36,92840,802,14,5,1
52,96815,649,51,21,0
49,84054,358,91,3,1
50,51348,627,95,27,1
58,59835,507,85,4,0
34,75244,420,15,11,0
52,128362,371,71,10,1
61,135605,324,50,15,0
69,95017,502,38,1,1
54,132938,670,21,20,0
36,87747,787,92,24,1
26,63059,348,49,1,0
20,88921,462,12,21,1
37,60605,524,46,24,1
48,37660,730,68,21,0
29,58628,310,12,1,0
43,105499,743,40,23,1
53,142447,529,10,9,1
33,52398,840,82,15,0
58,146166,634,25,9,1
30,99441,543,57,26,0
30,39523,608,82,10,0
28,78112,363,93,2,1
24,47536,607,17,15,1
65,139879,729,99,10,1
32,118732,504,86,20,0
49,33426,797,44,6,0
51,115621,498,80,9,1
61,30926,344,36,24,0
27,138174,433,53,13,0
65,139561,790,87,21,0
56,124028,814,68,28,1
40,103890,511,49,10,1
64,59905,430,70,29,0
55,129523,567,66,4,0
54,88985,521,10,3,1
28,85666,651,76,23,0
57,68543,388,25,24,1
68,111083,680,66,7,1
31,139239,627,13,23,0
37,32457,705,81,4,1
63,97096,366,80,18,0
52,115843,661,79,10,1
53,138537,773,79,4,0
25,103577,469,31,10,1
68,145690,641,17,12,0
25,123279,449,1,20,0
19,136443,691,39,9,0
56,94810,392,97,1,1
21,39263,596,42,3,1
64,137442,626,48,20,0
24,121465,786,9,9,1
21,132002,799,11,27,1
26,143877,365,40,21,0
54,117491,620,22,13,0
38,99669,611,73,27,0
66,123075,484,59,6,1
60,46795,483,85,11,1
35,66850,401,22,11,1
32,36233,616,67,24,1
33,135401,798,1,29,0
53,113832,340,46,15,1
66,73344,361,21,22,1
61,121779,482,91,6,0
61,45847,511,27,8,1
39,42779,847,25,21,0
61,40752,405,57,11,0
21,55943,324,10,21,0
64,136439,662,28,12,0
64,61315,315,28,22,0
68,103388,848,83,17,0
68,97579,351,93,5,1
20,44009,711,70,25,0
18,40313,817,22,14,0
35,78616,306,89,5,0
36,41161,787,96,25,1
63,35695,663,8,22,1
19,64424,408,29,15,1
66,94591,507,69,15,0
45,128359,757,45,21,0
50,122795,494,73,7,0
37,138921,536,89,16,0
38,99769,801,41,16,1
50,93454,660,44,11,1
61,35881,757,69,18,1
38,49982,597,35,29,0
29,102760,446,1,1,0
52,87031,704,46,17,1
44,86912,400,96,5,0
54,55031,644,39,28,1
64,101888,744,92,27,0
55,71851,818,68,25,1
42,39509,512,70,27,0
58,106022,569,82,14,1
24,51011,610,59,1,1
62,146883,436,90,6,0
48,139354,734,76,21,0
51,46210,368,90,2,1
19,71338,365,12,11,1
39,116467,814,93,15,1
43,109615,645,72,6,0
64,126361,630,68,17,0
18,58922,774,32,2,0
64,98895,752,44,24,0
31,119185,643,44,10,1
58,63423,684,94,11,0
21,73285,357,66,28,1
33,143724,442,79,28,0
24,64885,758,75,14,1
21,50405,768,89,28,1
65,77932,604,75,24,0
60,92269,392,2,25,0
19,126674,611,71,10,0
35,123469,737,79,1,0
65,144588,337,59,29,0
65,127424,595,55,14,1
34,70196,611,39,16,1
22,78942,414,34,1,1
39,102322,529,31,28,1
47,120111,464,87,7,0
62,34697,436,45,18,1
50,90652,431,43,4,1
20,122700,339,72,28,0
52,55489,553,15,3,1
42,122395,631,45,13,1
40,148558,606,33,18,0
31,96933,601,5,7,0
51,39221,704,55,8,1
56,149124,574,1,10,0
28,105890,740,79,9,1
39,107552,725,4,3,1
34,40850,672,46,8,1
32,35325,822,56,29,1
25,121923,613,25,13,0
21,147090,643,96,10,0
31,50924,347,56,19,0
30,55432,524,12,10,1
40,78721,836,67,10,1
39,147611,645,73,13,1
46,117921,551,80,5,1
31,61620,766,90,22,1
24,52322,689,22,14,0
66,119799,314,22,16,1
68,102947,382,62,11,0
63,108534,411,35,5,1
69,132873,690,60,7,0
47,58029,669,41,20,1
24,97128,341,43,19,1
58,134751,446,69,11,0
25,88855,408,29,29,0
68,70754,608,5,23,1
68,93292,682,89,18,1
22,70089,664,73,28,0
54,81365,390,92,27,1
46,37965,369,68,5,1
53,140298,695,35,29,1
25,133119,681,47,18,0
36,73090,580,99,3,0
69,67644,637,44,7,1
26,71525,498,74,9,1
20,118052,617,51,3,1
36,63609,824,87,4,0
64,139431,477,37,28,1
59,148716,685,55,26,1
36,145827,579,99,21,1
40,32037,428,84,17,0
47,132980,629,52,25,0
53,136150,689,55,13,1
29,45557,792,11,8,0
30,71704,807,11,10,1
55,86690,821,69,8,1
32,129950,499,14,18,0
23,53805,625,60,26,1
42,115028,386,31,12,1
23,33181,599,75,16,1
47,100018,665,64,27,0
31,81373,375,34,11,1
42,42680,726,77,27,0
60,90373,340,66,29,1
28,123654,507,70,3,1
19,128437,629,97,8,1
39,70928,307,62,4,0
55,132312,330,71,3,1
38,144793,419,35,6,1
31,56213,812,34,12,0
61,82085,441,3,14,1
44,97785,430,42,6,1
24,45858,649,71,22,0
49,148572,611,83,16,1
37,134337,419,41,2,0
67,118576,727,71,2,0
19,108912,613,37,2,1
69,48262,483,22,12,1
18,99806,305,52,12,1
68,56223,363,31,16,0
35,148780,438,33,1,0
55,39753,321,20,18,1
30,88281,658,63,26,0
24,97963,826,34,18,0
38,95204,616,6,20,0
33,70608,355,32,4,1
63,133248,836,49,4,1
47,41130,412,69,12,1
24,64233,805,25,29,0
32,132976,763,3,16,1
60,47729,351,10,26,1
31,91199,548,51,6,1
30,89328,573,25,26,1
35,69647,582,40,6,1
60,70890,816,35,25,0
65,34867,788,68,19,0
58,53380,762,19,27,1
61,95364,749,54,18,0
29,115940,321,92,11,1
43,34150,774,16,27,1
43,72998,817,70,21,1
60,102813,737,42,5,1
26,52779,402,79,2,0
60,44261,845,78,29,1
62,33409,779,88,23,1
62,101350,785,24,26,1
50,91656,382,73,24,1
46,125025,732,27,21,0
23,123834,399,29,15,0
38,140139,613,79,21,1
25,102034,826,89,25,0
54,61492,766,57,22,1
69,105387,740,26,24,0
51,122985,314,89,15,0
68,136897,314,80,9,0
57,140822,735,24,3,1
66,116451,678,24,9,1
37,98237,302,90,6,0
39,79921,498,61,4,1
27,125024,735,94,4,1
31,134339,731,71,17,1
29,131736,557,55,17,1
55,102335,460,54,4,1
21,112334,473,61,26,1
53,41192,805,41,15,0
68,81270,722,91,21,0
68,47600,682,56,3,0
55,57714,669,92,8,0
59,100533,814,12,29,0
27,100680,342,61,14,0
33,113852,413,60,12,0
47,92826,591,62,23,1
58,106926,385,11,16,1
39,68731,604,28,8,1
30,86112,394,1,10,0
47,149080,334,59,17,1
43,104623,371,61,12,1
40,47494,542,56,7,1
55,121605,418,52,1,1
61,111792,832,87,3,1
33,46814,438,3,12,1
40,53958,676,43,7,0
45,44539,623,29,3,1
54,50470,634,48,4,0
63,92259,676,48,25,0
20,90220,695,84,12,1
21,88263,352,90,19,1
49,124385,322,7,21,1
26,112051,787,57,3,1
26,45615,730,46,18,0
53,121344,682,13,4,0
43,100323,307,65,21,0
34,94505,545,31,8,0
60,87277,828,13,21,1
39,131738,583,11,29,1
28,97052,607,85,23,0
50,140026,734,48,11,1
24,140764,356,24,21,1
27,146281,482,23,28,0
55,56380,603,66,22,1
20,66691,765,93,13,0
63,109274,578,74,23,1
31,74668,611,3,18,1
59,106690,762,12,29,0
51,142427,420,26,15,0
21,78316,338,75,10,0
22,123594,843,5,29,1
48,137179,813,76,10,0
19,81814,838,92,22,0
23,47733,774,97,14,1
42,43933,718,30,19,1
65,128465,682,90,28,0
28,53184,421,13,6,0
54,54842,538,90,24,0
19,117206,366,76,15,0
31,57296,842,92,3,0
24,50558,331,68,2,0
34,48004,664,45,14,1
60,139679,588,23,14,0
63,96723,637,2,7,0
51,53692,348,20,21,0
47,43540,394,39,29,0
23,119731,643,10,17,0
43,60099,806,82,5,1
41,149011,549,78,13,0
47,50383,516,55,27,0
49,89119,351,65,11,0
60,102621,372,79,25,1
23,76554,506,55,19,1
40,72074,487,40,14,0
58,30839,494,15,12,1
59,84877,435,97,4,0
35,138896,470,87,19,0
69,93262,380,74,4,1
64,124622,515,49,24,0
57,138646,632,34,13,0
37,138398,369,64,4,1
33,108698,434,63,23,1
29,87910,623,2,19,1
47,81751,324,78,28,0
62,86452,597,90,22,0
60,101379,743,4,20,1
47,105962,713,60,18,1
43,81248,353,19,6,1
33,114462,782,94,2,0
54,64584,790,2,22,1
22,78384,827,46,28,1
36,125770,366,14,3,0
66,113850,798,60,17,0
48,42390,637,13,9,1
29,87186,472,16,9,1
60,73208,388,86,9,0
40,91077,462,24,14,0
38,123513,719,94,1,0
46,48717,429,33,15,0
68,117088,484,45,4,0
50,133293,620,96,25,0
40,133319,722,69,5,0
22,65429,705,42,14,0
20,143932,327,98,29,0
40,113809,626,32,23,0
20,58986,300,52,21,0
27,70826,395,43,22,0
19,129220,753,67,25,0
51,140444,347,23,10,0
34,135987,460,43,15,0
25,70045,832,30,12,0
23,141750,350,1,1,1
23,78172,686,18,29,1
55,110933,758,14,9,0
60,135960,541,38,5,1
33,134406,832,87,7,1
53,129745,310,45,9,1
64,99448,350,85,22,0
35,101441,590,64,5,0
41,127958,616,91,13,1
38,106650,474,51,16,1
22,81741,650,43,16,0
41,44420,669,38,5,1
43,68390,591,47,18,1
64,145834,491,48,26,0
49,66964,576,13,7,1
43,128884,481,10,17,0
36,46578,804,7,21,0
29,135710,354,10,17,0
63,54954,792,48,12,1
24,80702,370,24,21,0
38,34085,672,85,4,1
23,72007,339,95,19,0
21,93452,653,20,9,1
57,80287,700,84,16,0
29,66154,402,74,7,0
62,143610,476,38,14,0
62,111302,390,50,5,1
44,78466,800,82,2,0
69,51427,655,99,7,0
39,44132,511,97,13,1
62,132160,401,71,18,1
34,116570,470,8,19,1
69,147817,595,34,14,0
54,91160,464,15,29,0
55,31583,403,9,4,0
64,79188,706,67,2,1
29,32048,816,69,12,0
18,30781,826,61,5,1
53,105447,536,17,12,1
37,111683,658,68,7,0
40,138217,321,69,3,1
30,147381,762,88,19,0
28,67870,747,56,21,1
25,101404,311,79,28,1
54,119466,704,44,2,1
68,77727,363,6,9,0
49,109946,570,7,4,0
41,122991,837,68,12,0
46,99263,496,21,21,1
18,83346,622,2,5,1
57,92542,383,23,22,1
50,78913,413,68,25,1
20,130495,625,4,15,0
64,90062,723,36,5,1
33,56738,758,76,28,0
63,140943,736,23,11,1
55,143025,590,33,2,0
44,75885,591,61,28,1
42,34631,561,52,22,0
51,55761,849,51,18,0
52,62039,795,81,15,0
43,115640,792,79,11,0
32,46748,318,19,26,1
37,126853,566,97,9,0
63,95634,512,51,12,0
37,42487,752,6,28,0
29,89492,370,15,15,0
38,65274,838,91,28,0
55,114477,366,81,13,1
69,74467,817,95,26,1
50,72364,574,55,12,1
33,107905,595,39,29,1
52,91743,622,90,6,1
59,102028,319,65,21,1
56,38022,679,64,27,0
57,129996,631,50,27,1
