Tenure,Monthly_Charges,Service_Type,Churn
24,58.77,Multiple,No
1,32.46,Multiple,No
5,112.64,Internet,No
32,49.66,Internet,Yes
53,95.56,Internet,No
57,89.31,Phone,No
43,44.23,Multiple,No
39,47.62,Internet,No
34,59.62,Multiple,No
5,98.12,Internet,No
18,33.53,Phone,No
4,66.64,Multiple,No
70,89.86,Internet,No
11,45.43,Internet,No
47,40.75,Internet,No
31,65.12,Phone,No
13,55.79,Multiple,No
23,88.42,Phone,No
65,117.26,Internet,No
68,30.4,Multiple,No
30,111.21,Phone,Yes
31,68.99,Internet,No
47,89.76,Internet,No
16,106.59,Phone,No
43,81.61,Internet,Yes
3,38.76,Internet,No
12,42.65,Phone,Yes
11,101.04,Internet,No
16,50.62,Phone,No
29,81.21,Multiple,No
21,68.53,Multiple,No
58,57.33,Phone,No
43,100.83,Multiple,Yes
5,95.81,Internet,Yes
52,88.15,Phone,No
13,63.54,Phone,No
12,50.38,Internet,No
1,76.43,Phone,Yes
8,103.54,Phone,No
16,81.81,Multiple,No
15,117.31,Multiple,No
19,31.39,Internet,Yes
25,119.85,Internet,No
31,92.23,Multiple,No
2,104.94,Phone,Yes
59,60.15,Phone,Yes
31,75.75,Multiple,No
68,101.73,Multiple,Yes
68,98.46,Phone,No
12,60.06,Multiple,No
17,59.2,Multiple,No
29,89.65,Phone,No
36,114.03,Internet,No
63,69.49,Phone,No
15,61.76,Multiple,No
30,110.52,Multiple,Yes
51,91.48,Phone,No
11,64.94,Multiple,Yes
57,35.15,Multiple,Yes
13,94.93,Phone,No
55,61.76,Internet,No
63,36.35,Multiple,No
2,85.11,Internet,No
56,59.07,Multiple,No
7,60.46,Internet,No
43,73.13,Phone,No
31,94.57,Multiple,Yes
61,54.87,Multiple,Yes
22,37.29,Multiple,No
62,68.2,Phone,No
28,34.94,Internet,No
25,92.75,Internet,No
65,116.33,Multiple,Yes
32,89.29,Internet,No
48,54.79,Multiple,No
24,46.35,Phone,No
42,50.95,Internet,Yes
70,49.94,Phone,No
36,58.24,Multiple,No
31,38.76,Phone,No
27,110.61,Internet,No
66,109.66,Phone,No
45,85.37,Multiple,No
44,35.57,Multiple,Yes
57,102.36,Multiple,No
21,35.56,Phone,Yes
55,39.58,Phone,No
15,59.28,Internet,Yes
34,68.83,Multiple,No
3,61.85,Internet,No
1,44.87,Multiple,No
24,40.09,Phone,No
43,107.35,Multiple,No
27,62.69,Internet,No
9,49.67,Internet,No
17,73.83,Internet,No
39,33.31,Phone,No
55,84.03,Multiple,No
68,52.36,Multiple,No
45,83.84,Internet,No
28,85.27,Internet,No
56,102.83,Phone,Yes
29,50.69,Internet,No
29,71.71,Internet,Yes
69,116.57,Internet,No
11,95.44,Multiple,No
2,117.78,Phone,No
68,113.46,Phone,No
10,84.97,Internet,No
27,53.75,Multiple,Yes
35,98.12,Phone,Yes
50,92.83,Internet,No
2,83.0,Phone,Yes
17,92.8,Multiple,Yes
24,85.22,Internet,No
57,76.74,Multiple,Yes
71,67.44,Internet,No
16,34.02,Multiple,No
36,107.91,Multiple,Yes
45,107.9,Multiple,No
10,83.46,Multiple,No
63,54.11,Internet,No
43,32.53,Internet,No
51,30.13,Multiple,No
3,36.56,Internet,No
66,62.39,Phone,No
35,46.96,Multiple,No
69,53.86,Internet,Yes
36,92.97,Phone,No
49,116.32,Multiple,No
1,48.61,Multiple,No
42,71.91,Multiple,Yes
41,119.23,Internet,Yes
57,113.85,Phone,No
20,61.71,Multiple,No
14,58.77,Multiple,Yes
52,51.8,Phone,No
54,43.99,Multiple,No
49,71.4,Phone,No
30,60.7,Internet,No
3,97.04,Phone,No
12,51.32,Multiple,No
31,96.27,Phone,No
37,55.93,Internet,No
27,83.35,Multiple,No
24,87.46,Phone,No
41,90.46,Phone,No
64,45.78,Phone,No
11,55.44,Internet,No
16,52.15,Internet,No
14,81.85,Multiple,No
47,36.82,Phone,No
30,76.64,Multiple,No
24,37.87,Multiple,No
13,60.34,Multiple,No
9,91.8,Multiple,No
49,67.13,Multiple,No
26,55.23,Multiple,Yes
49,85.43,Internet,Yes
42,96.62,Phone,Yes
45,52.91,Multiple,No
21,56.95,Multiple,No
29,87.63,Phone,No
24,116.87,Multiple,No
42,49.25,Internet,Yes
71,88.88,Internet,No
41,111.59,Internet,No
48,71.58,Internet,No
43,58.52,Internet,No
8,90.02,Internet,No
63,32.83,Internet,No
63,62.41,Internet,No
6,53.22,Multiple,No
52,50.22,Phone,No
21,46.18,Multiple,Yes
14,96.34,Multiple,No
58,115.96,Multiple,No
25,64.63,Internet,Yes
56,34.42,Multiple,No
9,94.7,Phone,Yes
36,78.44,Phone,No
57,95.13,Multiple,No
5,88.31,Multiple,No
7,111.49,Phone,No
6,42.64,Internet,No
52,45.22,Internet,No
70,60.74,Internet,No
55,74.22,Internet,No
14,113.31,Multiple,No
1,111.63,Multiple,Yes
37,108.47,Multiple,No
49,50.03,Internet,Yes
12,95.67,Internet,No
5,64.51,Internet,No
70,113.81,Multiple,Yes
11,49.31,Internet,No
53,42.71,Multiple,No
55,105.81,Multiple,No
50,94.52,Multiple,No
53,103.93,Phone,Yes
55,44.21,Multiple,No
3,109.63,Internet,No
16,90.99,Phone,No
45,88.64,Internet,No
36,82.43,Phone,No
19,98.84,Internet,No
4,67.4,Phone,No
59,41.95,Multiple,No
12,78.53,Phone,Yes
63,97.33,Multiple,No
56,43.83,Multiple,Yes
27,50.16,Internet,No
68,92.69,Phone,No
24,54.27,Internet,No
26,45.29,Phone,No
22,110.05,Phone,No
70,44.48,Internet,Yes
19,60.97,Internet,Yes
34,68.56,Multiple,Yes
11,72.85,Internet,No
45,62.52,Multiple,No
37,112.13,Phone,Yes
23,89.28,Phone,No
40,62.35,Internet,No
43,62.19,Multiple,No
4,75.27,Multiple,No
15,33.03,Multiple,No
23,113.4,Internet,No
12,50.1,Multiple,No
68,92.78,Phone,No
68,100.0,Internet,Yes
52,104.46,Internet,Yes
41,44.91,Internet,No
59,78.3,Multiple,No
58,37.53,Multiple,Yes
59,102.43,Phone,No
23,73.78,Multiple,No
1,44.26,Phone,No
56,94.68,Phone,No
4,59.81,Multiple,No
29,40.31,Internet,No
17,71.5,Multiple,No
49,51.17,Phone,No
51,115.52,Multiple,Yes
49,62.52,Multiple,No
24,81.52,Internet,No
44,115.35,Multiple,Yes
41,65.43,Multiple,No
57,62.23,Internet,No
56,44.62,Internet,Yes
32,114.45,Multiple,No
31,102.07,Internet,No
16,49.89,Multiple,Yes
32,59.94,Phone,No
42,112.34,Internet,No
34,78.36,Multiple,No
37,80.07,Internet,No
16,88.33,Phone,No
13,98.59,Internet,Yes
66,114.54,Multiple,No
33,102.2,Internet,No
35,114.11,Internet,No
37,103.85,Multiple,No
40,34.18,Multiple,No
8,40.58,Internet,No
54,109.64,Internet,No
7,32.49,Phone,No
2,101.48,Multiple,No
56,106.49,Internet,No
57,67.39,Internet,No
49,61.94,Phone,No
69,47.5,Phone,No
8,34.4,Multiple,No
63,97.08,Internet,No
71,36.64,Phone,No
46,115.02,Phone,No
67,56.71,Phone,No
46,101.48,Internet,Yes
67,35.37,Multiple,No
42,78.27,Phone,Yes
64,61.42,Internet,No
53,32.7,Phone,Yes
71,89.02,Phone,No
7,114.88,Multiple,No
7,30.97,Multiple,Yes
36,54.34,Multiple,No
13,93.32,Phone,No
67,108.41,Internet,Yes
20,47.17,Internet,No
53,36.36,Multiple,Yes
52,30.78,Internet,No
61,49.37,Internet,No
61,36.42,Phone,No
56,62.34,Internet,No
40,69.61,Multiple,Yes
63,73.19,Internet,No
57,42.81,Phone,Yes
4,71.76,Internet,No
26,30.81,Multiple,No
62,51.55,Phone,No
54,63.22,Internet,No
62,40.65,Multiple,No
18,103.26,Internet,No
10,48.11,Phone,No
36,97.94,Multiple,Yes
2,72.65,Phone,No
60,73.18,Phone,No
47,88.07,Phone,No
32,33.98,Phone,Yes
69,37.09,Multiple,No
51,59.42,Multiple,No
67,67.51,Internet,Yes
67,68.69,Multiple,No
68,90.92,Multiple,No
56,30.06,Internet,No
14,116.32,Phone,No
16,45.7,Multiple,No
66,52.38,Internet,No
33,111.51,Internet,No
13,30.49,Phone,No
30,119.22,Phone,No
26,33.24,Multiple,No
13,40.85,Phone,Yes
68,51.61,Internet,No
33,69.48,Phone,No
15,76.66,Multiple,No
17,39.42,Internet,No
6,36.63,Multiple,No
5,32.87,Phone,No
33,53.11,Phone,No
54,112.94,Phone,No
16,65.09,Multiple,No
46,98.76,Phone,No
24,47.12,Multiple,No
5,35.82,Phone,No
67,79.89,Multiple,No
50,103.99,Internet,No
41,110.86,Phone,Yes
55,79.16,Phone,No
20,56.46,Internet,No
50,39.86,Multiple,No
35,90.1,Phone,Yes
50,55.24,Multiple,Yes
33,105.96,Internet,No
67,84.46,Multiple,No
71,107.3,Multiple,No
10,81.0,Multiple,No
41,99.46,Phone,No
40,56.49,Multiple,No
6,75.28,Phone,No
33,31.75,Internet,No
16,84.7,Multiple,No
24,78.04,Internet,No
60,97.98,Internet,No
11,95.61,Multiple,No
44,86.49,Multiple,Yes
3,35.1,Internet,No
38,111.27,Internet,No
40,31.62,Phone,No
19,102.29,Internet,No
40,73.14,Multiple,No
53,103.62,Multiple,No
36,71.86,Multiple,No
67,88.22,Phone,No
20,62.69,Multiple,No
28,96.93,Multiple,No
57,52.88,Phone,Yes
3,94.74,Internet,No
37,47.4,Internet,No
18,95.0,Internet,Yes
46,56.43,Phone,No
5,55.08,Internet,No
57,103.03,Phone,No
26,103.23,Multiple,No
33,92.23,Multiple,No
36,113.15,Internet,No
22,44.06,Phone,No
17,54.24,Internet,No
44,56.46,Internet,No
52,57.48,Multiple,No
22,59.52,Phone,No
69,92.73,Multiple,No
1,54.37,Internet,No
30,55.73,Phone,Yes
39,81.34,Phone,No
35,47.4,Multiple,No
69,62.84,Internet,No
70,35.21,Multiple,No
11,115.73,Multiple,Yes
51,58.56,Internet,Yes
63,106.5,Multiple,No
34,77.7,Phone,No
55,50.54,Multiple,No
20,47.41,Internet,No
58,92.55,Internet,Yes
17,116.84,Multiple,No
34,46.48,Phone,No
62,40.39,Internet,No
34,64.84,Multiple,Yes
19,65.44,Phone,No
66,102.56,Phone,No
42,72.2,Internet,No
51,35.62,Internet,No
71,112.86,Internet,No
49,63.59,Multiple,No
29,90.17,Internet,No
30,90.07,Internet,No
25,35.07,Phone,No
68,30.32,Phone,No
62,37.92,Internet,No
38,116.09,Internet,Yes
17,101.46,Multiple,No
1,41.88,Internet,No
18,85.34,Phone,No
63,85.08,Multiple,Yes
46,30.05,Internet,No
19,68.62,Phone,No
50,94.06,Multiple,No
54,46.81,Internet,Yes
31,106.58,Phone,No
65,89.43,Multiple,No
46,30.62,Multiple,No
35,106.94,Multiple,No
49,31.75,Internet,No
34,109.91,Internet,No
29,60.03,Multiple,No
6,92.88,Multiple,Yes
1,100.87,Internet,No
55,55.31,Multiple,No
27,62.08,Phone,No
12,75.86,Phone,No
4,82.44,Multiple,No
52,56.28,Multiple,No
11,119.32,Multiple,Yes
52,96.33,Internet,No
26,54.67,Phone,No
28,87.64,Internet,No
66,69.18,Multiple,No
27,107.43,Internet,Yes
55,59.61,Multiple,No
71,46.91,Multiple,No
54,34.15,Multiple,No
46,118.59,Multiple,No
36,62.33,Multiple,No
21,49.85,Multiple,Yes
49,74.26,Phone,Yes
34,56.25,Multiple,No
34,50.96,Phone,No
40,85.47,Internet,Yes
7,36.74,Multiple,Yes
52,75.81,Phone,No
49,64.87,Multiple,No
37,77.93,Internet,Yes
62,58.84,Multiple,No
15,81.33,Multiple,No
2,37.36,Multiple,No
11,63.85,Phone,No
17,51.37,Phone,No
45,69.43,Multiple,No
68,65.85,Internet,No
61,86.81,Phone,No
46,86.59,Multiple,No
32,67.2,Phone,No
19,46.35,Phone,No
67,82.37,Multiple,No
4,116.99,Internet,No
25,46.69,Internet,No
21,36.22,Multiple,Yes
14,53.81,Multiple,No
22,67.16,Multiple,Yes
48,57.56,Internet,No
51,105.12,Multiple,No
11,74.37,Multiple,No
59,52.15,Multiple,No
14,115.52,Internet,No
7,41.26,Phone,Yes
69,41.06,Multiple,No
58,52.08,Phone,Yes
40,36.91,Internet,No
25,97.65,Phone,No
42,58.15,Internet,No
44,95.69,Internet,No
5,98.65,Multiple,No
28,51.38,Multiple,Yes
60,76.65,Phone,No
21,76.76,Multiple,No
49,108.42,Internet,No
56,32.31,Phone,No
57,58.51,Internet,No
61,109.42,Phone,Yes
38,51.31,Internet,No
2,42.32,Multiple,No
3,81.85,Multiple,No
43,57.53,Internet,No
35,72.06,Phone,No
40,103.8,Phone,No
58,76.86,Multiple,No
34,76.43,Internet,No
25,55.04,Multiple,No
56,101.36,Internet,No
32,96.58,Phone,No
22,51.07,Multiple,No
65,58.8,Phone,No
21,100.98,Multiple,Yes
21,62.19,Multiple,No
28,66.32,Multiple,No
19,62.8,Multiple,No
14,44.55,Multiple,No
24,60.68,Internet,No
20,102.26,Multiple,No
32,74.2,Multiple,Yes
52,71.24,Internet,No
65,44.07,Internet,No
52,45.98,Internet,No
58,33.87,Phone,Yes
10,31.26,Phone,Yes
70,73.92,Phone,Yes
15,66.83,Multiple,No
47,54.78,Internet,No
10,119.1,Multiple,No
21,65.82,Multiple,No
19,101.0,Internet,No
68,48.95,Phone,No
22,52.23,Internet,No
63,81.16,Multiple,No
38,30.36,Multiple,No
15,31.57,Multiple,No
70,42.8,Multiple,Yes
44,50.08,Internet,No
30,77.51,Phone,Yes
24,91.76,Phone,No
46,58.07,Internet,No
4,51.52,Internet,No
6,104.05,Multiple,No
38,44.65,Internet,No
26,91.05,Phone,No
19,113.82,Multiple,No
2,50.9,Multiple,No
68,37.83,Phone,No
69,118.18,Multiple,No
47,54.37,Internet,No
29,54.81,Multiple,Yes
64,73.54,Multiple,No
12,50.8,Phone,No
11,119.36,Multiple,No
8,33.87,Multiple,No
60,70.63,Phone,No
26,79.35,Multiple,No
32,72.03,Multiple,No
39,76.85,Multiple,No
4,118.88,Multiple,Yes
44,108.92,Phone,No
35,57.76,Phone,No
51,79.63,Internet,Yes
51,30.03,Internet,No
29,66.86,Multiple,No
36,44.75,Internet,No
60,94.02,Internet,No
15,49.9,Phone,No
51,97.4,Phone,Yes
50,58.18,Phone,No
55,113.32,Internet,No
12,70.09,Phone,No
50,105.56,Multiple,No
62,86.53,Internet,Yes
5,117.97,Multiple,No
27,96.85,Internet,No
9,95.49,Internet,No
35,53.84,Internet,Yes
13,75.44,Multiple,No
44,56.11,Multiple,No
46,31.74,Internet,No
68,93.95,Multiple,No
53,51.23,Phone,No
1,65.76,Multiple,No
11,55.62,Multiple,No
50,47.97,Phone,No
9,36.04,Multiple,No
38,60.41,Internet,No
13,37.36,Multiple,Yes
5,78.63,Phone,No
25,31.77,Phone,No
10,114.6,Phone,No
5,116.98,Phone,No
22,57.42,Multiple,No
42,53.42,Phone,No
20,39.4,Multiple,No
28,111.44,Multiple,Yes
21,82.82,Phone,No
11,84.91,Phone,No
69,110.63,Multiple,No
37,111.97,Multiple,No
49,104.55,Phone,No
69,99.61,Internet,No
33,108.95,Multiple,No
45,108.84,Phone,No
8,63.18,Multiple,No
6,117.61,Phone,Yes
15,93.82,Internet,Yes
15,63.32,Multiple,No
9,69.78,Phone,Yes
61,91.84,Internet,Yes
56,62.5,Internet,No
5,104.39,Multiple,No
26,43.33,Phone,No
57,111.68,Internet,No
35,57.11,Internet,Yes
10,43.74,Phone,Yes
21,107.22,Internet,Yes
12,51.55,Multiple,No
9,105.91,Phone,No
16,56.66,Internet,No
54,114.05,Phone,No
23,49.72,Phone,No
39,36.27,Phone,No
22,114.29,Internet,No
55,44.91,Phone,No
31,114.97,Multiple,No
47,104.16,Multiple,No
27,37.37,Phone,No
48,70.06,Multiple,No
39,36.61,Phone,No
21,59.68,Phone,No
15,61.64,Phone,Yes
45,83.97,Internet,Yes
19,117.83,Phone,Yes
53,45.28,Multiple,No
55,59.62,Phone,No
49,82.84,Internet,Yes
61,45.43,Multiple,Yes
60,93.96,Phone,No
24,66.33,Internet,No
39,115.46,Phone,No
61,86.69,Phone,No
23,62.68,Multiple,No
39,94.75,Internet,Yes
11,105.49,Multiple,Yes
42,102.04,Phone,No
25,53.65,Internet,No
34,67.53,Phone,No
22,70.7,Internet,No
2,64.95,Internet,No
51,57.98,Phone,No
16,97.75,Internet,Yes
11,31.1,Phone,No
69,56.42,Multiple,No
62,42.75,Internet,No
19,41.59,Multiple,No
29,54.93,Multiple,No
42,98.59,Phone,No
23,117.25,Internet,Yes
60,76.32,Phone,No
18,60.51,Phone,No
55,104.63,Phone,No
18,36.04,Internet,No
27,38.39,Internet,No
1,61.08,Phone,No
14,70.36,Phone,No
59,101.81,Phone,No
33,113.27,Phone,Yes
36,77.81,Multiple,No
39,74.61,Multiple,No
45,49.17,Internet,No
25,70.61,Multiple,No
15,113.13,Internet,No
20,65.36,Internet,No
34,48.96,Phone,No
58,60.36,Phone,No
60,76.31,Multiple,No
30,83.87,Multiple,No
13,68.92,Multiple,Yes
67,98.27,Phone,No
45,82.6,Phone,No
40,89.85,Internet,No
38,107.66,Multiple,No
47,107.91,Phone,No
29,48.32,Multiple,No
34,86.1,Internet,No
11,94.5,Multiple,No
20,43.13,Internet,No
20,105.85,Multiple,Yes
56,46.24,Phone,No
23,101.94,Multiple,Yes
25,44.53,Multiple,No
33,96.76,Multiple,No
31,43.33,Phone,No
1,64.09,Multiple,No
54,42.92,Multiple,No
16,54.36,Internet,No
59,118.61,Phone,Yes
66,39.69,Multiple,No
3,66.58,Phone,No
15,90.92,Phone,Yes
32,38.51,Internet,No
50,39.81,Phone,Yes
60,42.89,Phone,No
8,88.05,Internet,No
7,111.84,Multiple,Yes
4,104.34,Multiple,No
10,118.47,Multiple,No
60,82.03,Multiple,No
25,116.53,Internet,Yes
42,57.44,Internet,Yes
47,67.94,Internet,No
32,65.64,Multiple,No
25,34.26,Internet,Yes
16,104.67,Phone,Yes
49,32.22,Internet,No
16,95.69,Internet,No
38,66.64,Phone,No
5,30.56,Multiple,Yes
7,56.1,Internet,No
8,61.15,Multiple,No
33,116.82,Phone,No
62,89.5,Internet,No
32,78.92,Multiple,No
1,41.43,Phone,No
20,65.2,Internet,No
55,33.22,Internet,No
63,98.55,Internet,No
6,44.65,Multiple,No
52,83.5,Internet,No
2,92.95,Multiple,No
39,62.99,Internet,No
32,86.93,Phone,No
51,98.78,Multiple,No
69,46.57,Phone,No
32,84.08,Internet,No
3,96.05,Phone,No
62,62.13,Multiple,No
13,44.62,Multiple,No
70,55.75,Internet,Yes
21,113.98,Phone,Yes
61,62.17,Multiple,Yes
14,39.69,Phone,No
71,37.45,Multiple,No
22,46.24,Multiple,Yes
32,41.48,Internet,No
41,74.55,Multiple,No
32,61.28,Phone,No
42,105.73,Multiple,No
52,109.3,Phone,No
54,72.6,Phone,No
62,109.97,Multiple,No
43,70.54,Internet,No
3,87.78,Multiple,No
38,44.63,Multiple,Yes
39,34.73,Multiple,Yes
70,44.41,Phone,No
45,52.67,Multiple,No
46,97.59,Phone,No
13,45.62,Phone,No
52,41.76,Multiple,No
9,113.48,Multiple,No
57,91.99,Multiple,No
69,72.6,Internet,Yes
43,38.55,Multiple,No
7,106.66,Multiple,No
44,39.74,Internet,Yes
44,84.99,Phone,No
68,90.09,Phone,No
44,66.01,Internet,No
40,112.01,Phone,No
43,34.56,Internet,No
62,103.63,Multiple,No
43,79.84,Internet,No
19,85.01,Multiple,No
49,118.81,Internet,No
65,82.44,Phone,No
25,101.73,Internet,No
41,43.82,Multiple,No
23,102.84,Phone,No
58,98.5,Phone,Yes
43,117.13,Multiple,No
40,114.21,Phone,No
30,49.26,Multiple,No
34,71.84,Internet,No
10,112.03,Multiple,Yes
60,87.67,Internet,Yes
1,71.73,Phone,Yes
12,39.8,Internet,No
46,61.66,Internet,No
17,89.87,Multiple,Yes
58,99.92,Multiple,No
38,70.25,Multiple,No
6,35.03,Internet,Yes
62,86.99,Multiple,No
10,112.94,Phone,No
26,74.68,Phone,Yes
58,113.56,Phone,No
17,61.87,Multiple,No
53,109.77,Internet,No
5,100.77,Internet,No
67,116.56,Multiple,No
20,101.19,Internet,Yes
51,58.93,Multiple,No
46,111.05,Multiple,No
67,90.28,Internet,No
3,44.59,Multiple,No
23,34.14,Internet,No
9,62.93,Phone,No
11,100.82,Multiple,No
47,85.64,Multiple,No
49,77.44,Internet,No
44,30.34,Internet,No
13,69.2,Internet,No
8,44.2,Multiple,No
63,70.91,Multiple,No
22,119.26,Phone,No
38,109.16,Multiple,No
27,57.96,Multiple,No
26,83.42,Phone,No
23,75.19,Internet,No
65,41.7,Phone,No
47,119.08,Multiple,Yes
61,68.27,Phone,No
46,75.51,Multiple,No
4,88.28,Multiple,No
31,47.24,Phone,No
4,50.0,Multiple,No
29,47.33,Internet,No
44,64.6,Multiple,Yes
3,47.97,Multiple,No
59,113.38,Multiple,No
53,94.29,Multiple,Yes
11,110.81,Phone,Yes
6,106.36,Internet,No
47,93.28,Multiple,No
7,51.85,Phone,Yes
68,85.38,Multiple,No
1,46.77,Multiple,No
56,41.92,Internet,No
43,86.93,Internet,No
28,86.22,Phone,No
29,44.1,Phone,Yes
18,61.72,Internet,No
62,35.97,Multiple,No
6,94.42,Internet,No
16,118.87,Internet,No
1,96.59,Internet,No
22,105.97,Phone,No
46,72.87,Multiple,Yes
62,38.6,Phone,No
23,95.39,Internet,No
21,53.09,Multiple,No
51,64.95,Internet,No
38,93.28,Internet,No
28,111.43,Multiple,No
44,73.76,Multiple,No
39,116.54,Phone,No
42,76.79,Multiple,No
42,41.03,Phone,No
60,76.66,Internet,Yes
57,107.46,Multiple,No
7,78.42,Multiple,No
51,97.3,Internet,Yes
32,79.32,Phone,Yes
7,79.14,Internet,No
40,55.63,Multiple,No
15,48.11,Multiple,No
59,55.1,Multiple,No
12,69.68,Internet,Yes
42,102.86,Multiple,No
39,104.61,Multiple,No
63,44.7,Internet,Yes
2,79.76,Phone,No
29,67.44,Internet,No
61,81.38,Internet,No
29,88.29,Internet,No
38,55.17,Phone,No
7,112.73,Internet,No
30,114.19,Multiple,No
56,39.48,Internet,No
36,93.27,Multiple,Yes
42,32.99,Multiple,Yes
4,34.19,Internet,Yes
5,116.2,Phone,No
46,92.54,Multiple,No
2,59.21,Internet,No
54,90.29,Multiple,No
59,106.13,Phone,No
33,108.38,Phone,No
22,31.85,Phone,No
47,103.64,Multiple,No
6,106.79,Multiple,No
24,83.6,Phone,No
49,73.19,Internet,No
51,39.99,Phone,No
41,51.57,Internet,No
67,74.14,Phone,No
2,107.86,Internet,No
43,102.28,Internet,No
32,74.63,Phone,Yes
12,100.71,Multiple,No
23,98.92,Internet,No
16,82.11,Multiple,No
44,49.83,Internet,No
2,61.32,Multiple,No
7,44.77,Internet,No
21,30.64,Multiple,No
58,37.25,Multiple,No
23,98.37,Multiple,No
60,33.01,Multiple,No
25,65.99,Multiple,Yes
35,118.72,Phone,No
45,101.57,Multiple,No
7,97.56,Phone,No
69,54.72,Phone,No
32,87.76,Multiple,No
53,74.88,Phone,No
69,86.14,Internet,Yes
25,69.22,Multiple,No
2,77.79,Phone,No
61,118.96,Phone,No
9,59.64,Multiple,Yes
51,49.48,Multiple,No
2,70.36,Multiple,No
45,77.19,Multiple,No
32,37.71,Phone,No
32,102.54,Internet,No
8,67.98,Multiple,No
20,67.19,Multiple,No
65,89.3,Internet,No
21,99.59,Internet,No
7,118.73,Internet,No
9,45.62,Multiple,No
2,61.1,Multiple,No
19,45.14,Phone,No
60,109.28,Internet,No
70,79.36,Internet,No
59,106.72,Multiple,No
69,118.67,Multiple,Yes
45,79.52,Multiple,No
62,40.63,Phone,No
10,62.51,Phone,Yes
65,33.26,Internet,Yes
26,106.44,Multiple,No
60,31.61,Phone,No
18,83.3,Multiple,Yes
59,39.55,Phone,Yes
21,30.68,Internet,Yes
46,53.05,Multiple,No
12,79.67,Multiple,No
32,36.76,Multiple,No
39,85.34,Multiple,Yes
55,90.48,Internet,No
55,117.27,Internet,No
10,110.96,Multiple,No
35,81.01,Phone,No
6,101.4,Internet,No
68,62.73,Multiple,No
62,82.71,Multiple,No
9,66.3,Multiple,Yes
29,60.33,Phone,Yes
71,95.49,Multiple,No
6,56.7,Multiple,No
44,64.25,Multiple,No
64,63.05,Phone,No
67,108.34,Internet,No
44,45.34,Multiple,No
14,64.33,Multiple,Yes
9,109.91,Internet,No
23,31.38,Internet,No
57,115.31,Multiple,No
57,110.9,Multiple,No
15,67.61,Internet,No
64,88.77,Internet,Yes
7,119.2,Multiple,Yes
20,79.95,Phone,No
64,38.72,Phone,No
19,106.83,Internet,Yes
6,42.07,Phone,No
51,53.15,Multiple,Yes
39,108.62,Multiple,No
65,53.04,Multiple,No
71,97.06,Multiple,No
25,70.29,Phone,Yes
23,98.38,Phone,No
58,50.91,Phone,No
11,67.76,Multiple,No
34,58.63,Internet,Yes
31,52.41,Phone,Yes
38,58.3,Phone,No
46,59.07,Multiple,No
12,115.98,Multiple,No
9,77.99,Internet,No
13,71.58,Multiple,No
64,75.3,Multiple,No
20,119.65,Phone,No
59,88.82,Internet,No
22,93.31,Internet,No
65,58.23,Multiple,No
60,72.44,Phone,Yes
41,46.57,Internet,No
45,91.67,Multiple,No
4,61.0,Multiple,No
70,97.35,Multiple,No
45,49.18,Internet,No
58,66.32,Multiple,No
23,72.41,Multiple,Yes
32,44.99,Multiple,No
63,36.26,Multiple,No
8,58.54,Multiple,Yes
25,79.04,Multiple,No
33,88.74,Phone,No
66,68.27,Internet,No
16,75.02,Internet,No
55,78.89,Multiple,Yes
36,76.07,Internet,No
7,38.13,Internet,No
69,66.45,Internet,No
8,48.39,Multiple,Yes
3,78.04,Internet,No
35,98.23,Phone,No
36,82.15,Phone,No
30,49.96,Phone,No
15,48.7,Multiple,No
68,33.33,Multiple,No
58,68.37,Internet,No
28,68.96,Multiple,No
42,51.28,Multiple,No
18,98.78,Phone,No
5,64.78,Internet,No
9,90.25,Multiple,No
9,87.61,Multiple,No
18,84.43,Multiple,No
56,111.73,Internet,No
15,31.43,Multiple,No
62,36.12,Multiple,No
35,94.99,Multiple,No
40,61.82,Internet,Yes
51,118.79,Phone,Yes
60,49.48,Phone,No
56,46.51,Multiple,No
41,82.94,Phone,Yes
54,55.15,Internet,No
17,60.64,Internet,No
25,112.89,Internet,No
9,32.36,Internet,No
56,77.81,Phone,No
23,60.14,Phone,No
2,61.14,Phone,No
45,52.3,Phone,No
65,42.14,Phone,Yes
38,33.1,Multiple,No
6,118.89,Phone,No
48,89.43,Phone,No
44,99.95,Multiple,No
7,35.85,Phone,No
66,31.34,Multiple,No
62,84.03,Internet,No
30,95.14,Multiple,Yes
52,65.54,Phone,No
36,64.9,Phone,Yes
35,64.6,Internet,No
66,43.75,Internet,No
50,97.85,Internet,No
3,49.37,Internet,No
4,59.2,Internet,Yes
55,90.41,Multiple,No
52,30.01,Phone,Yes
59,98.96,Internet,Yes
71,110.92,Internet,No
20,34.65,Multiple,No
19,83.25,Phone,No
8,66.76,Internet,No
67,37.06,Internet,No
27,91.4,Multiple,No
8,85.11,Multiple,Yes
18,87.84,Phone,No
29,103.21,Internet,No
46,55.82,Multiple,No
36,90.94,Internet,No
3,96.9,Internet,No
9,45.19,Internet,No
10,116.14,Internet,No
66,60.6,Phone,No
1,94.23,Multiple,No
4,97.86,Multiple,Yes
48,75.36,Phone,No
18,41.58,Multiple,Yes
45,54.81,Internet,Yes
15,51.08,Phone,No
51,76.68,Multiple,No
61,53.51,Multiple,No
4,79.21,Multiple,No
19,55.94,Multiple,No
11,30.09,Internet,No
28,62.69,Phone,No
57,84.62,Multiple,No
54,99.63,Phone,No
65,32.55,Multiple,No
